schema_version,sample_id,source_group,sequence_id,split,action_code,dive_score,difficulty,start_frame,end_frame,macro_transition_1,macro_transition_2,fine_transition_count,fine_transitions,phase_label_count,phase_labels,judge_scores,execution_scores,synchronisation_scores,live_path,live_frames,live_first_frame,live_last_frame,replay1_path,replay1_frames,replay1_first_frame,replay1_last_frame,live_mask_path,live_mask_frames,live_mask_aligned,replay2_path,replay2_frames,replay2_available,mask_provenance,issues,replay1_mask_path,mask_role,replay1_mask_aligned
2.0,Synchro_003/14,Synchro_003,14,train,5253b,58.56,3.2,51986,52103,23,72,3,"[23, 43, 72]",118,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[4.0, 7.0, 6.5, 6.5, 6.5]","[4.0, 7.0]","[6.5, 6.5, 6.5]",rgb/live/Synchro_003/14,118,051986.jpg,052103.jpg,rgb/replay1/Synchro_003/14,199,052513.jpg,052711.jpg,masks/live/Synchro_003/14,118,True,Trimmed_Diving_Video_Frames/TEMP_LIVE/Replay2/Synchro_003/14,191,True,unknown_existing_segmentation_output,[],masks/replay1/Synchro_003/14,predicted_input,True
2.0,Synchro_003/15,Synchro_003,15,test,5253b,91.2,3.2,54981,55082,24,73,3,"[24, 46, 73]",102,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[9.5, 9.5, 9.5, 9.5, 9.5]","[9.5, 9.5]","[9.5, 9.5, 9.5]",rgb/live/Synchro_003/15,102,054981.jpg,055082.jpg,rgb/replay1/Synchro_003/15,188,055310.jpg,055497.jpg,masks/live/Synchro_003/15,102,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_003/15,predicted_input,True
2.0,Synchro_004/0,Synchro_004,0,train,201b,46.8,2.0,18043,18141,29,64,2,"[29, 64]",99,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.5, 7.5, 7.5, 7.5, 8.0]","[8.5, 7.5]","[7.5, 7.5, 8.0]",rgb/live/Synchro_004/0,99,018043.jpg,018141.jpg,rgb/replay1/Synchro_004/0,113,018572.jpg,018684.jpg,masks/live/Synchro_004/0,99,True,Trimmed_Diving_Video_Frames/TEMP_LIVE/Replay2/Synchro_004/0,104,True,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/0,predicted_input,True
2.0,Synchro_004/1,Synchro_004,1,train,5156b,79.56,3.9,135791,135895,17,66,4,"[17, 27, 57, 66]",105,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 15, 15, 15, 15, 15, 15, 15, 15, 15, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[4.0, 7.5, 7.0, 8.0, 7.5]","[4.0, 7.5]","[7.0, 8.0, 7.5]",rgb/live/Synchro_004/1,105,135791.jpg,135895.jpg,rgb/replay1/Synchro_004/1,105,136226.jpg,136330.jpg,masks/live/Synchro_004/1,105,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/1,predicted_input,True
2.0,Synchro_004/2,Synchro_004,2,test,201b,49.2,2.0,22326,22435,37,71,2,"[37, 71]",110,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.0, 7.5, 8.5, 8.5, 8.5]","[8.0, 7.5]","[8.5, 8.5, 8.5]",rgb/live/Synchro_004/2,110,022326.jpg,022435.jpg,rgb/replay1/Synchro_004/2,127,022671.jpg,022797.jpg,masks/live/Synchro_004/2,110,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/2,predicted_input,True
2.0,Synchro_004/3,Synchro_004,3,test,201b,49.8,2.0,24310,24408,35,71,2,"[35, 71]",99,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.5, 8.5, 8.5, 8.5, 8.5]","[7.5, 8.5]","[8.5, 8.5, 8.5]",rgb/live/Synchro_004/3,99,024310.jpg,024408.jpg,rgb/replay1/Synchro_004/3,136,024744.jpg,024879.jpg,masks/live/Synchro_004/3,99,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/3,predicted_input,True
2.0,Synchro_004/4,Synchro_004,4,train,201b,55.8,2.0,26610,26715,35,70,2,"[35, 70]",106,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[9.0, 9.0, 9.5, 9.5, 9.5]","[9.0, 9.0]","[9.5, 9.5, 9.5]",rgb/live/Synchro_004/4,106,026610.jpg,026715.jpg,rgb/replay1/Synchro_004/4,137,027146.jpg,027282.jpg,masks/live/Synchro_004/4,106,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/4,predicted_input,True
2.0,Synchro_004/5,Synchro_004,5,test,201b,51.0,2.0,28665,28760,15,49,2,"[15, 49]",96,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.5, 8.5, 8.5, 8.5, 8.5]","[8.5, 8.5]","[8.5, 8.5, 8.5]",rgb/live/Synchro_004/5,96,028665.jpg,028760.jpg,rgb/replay1/Synchro_004/5,122,029062.jpg,029183.jpg,masks/live/Synchro_004/5,96,True,Trimmed_Diving_Video_Frames/TEMP_LIVE/Replay2/Synchro_004/5,96,True,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/5,predicted_input,True
2.0,Synchro_004/6,Synchro_004,6,test,103b,49.2,2.0,31550,31675,42,84,2,"[42, 84]",126,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[9.0, 7.5, 8.5, 8.0, 8.0]","[9.0, 7.5]","[8.5, 8.0, 8.0]",rgb/live/Synchro_004/6,126,031550.jpg,031675.jpg,rgb/replay1/Synchro_004/6,161,032035.jpg,032195.jpg,masks/live/Synchro_004/6,126,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/6,predicted_input,True
2.0,Synchro_004/7,Synchro_004,7,validation,109c,94.62,3.8,133800,133895,2,50,2,"[2, 50]",96,"[1, 1, 1, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[6.5, 9.0, 9.0, 8.5, 8.5]","[6.5, 9.0]","[9.0, 8.5, 8.5]",rgb/live/Synchro_004/7,96,133800.jpg,133895.jpg,rgb/replay1/Synchro_004/7,130,134313.jpg,134442.jpg,masks/live/Synchro_004/7,96,True,Trimmed_Diving_Video_Frames/TEMP_LIVE/Replay2/Synchro_004/7,135,True,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/7,predicted_input,True
2.0,Synchro_004/8,Synchro_004,8,train,401b,50.4,2.0,35463,35572,36,70,2,"[36, 70]",110,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.5, 8.0, 8.5, 8.5, 8.5]","[8.5, 8.0]","[8.5, 8.5, 8.5]",rgb/live/Synchro_004/8,110,035463.jpg,035572.jpg,rgb/replay1/Synchro_004/8,140,035906.jpg,036045.jpg,masks/live/Synchro_004/8,110,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/8,predicted_input,True
2.0,Synchro_004/9,Synchro_004,9,train,201b,48.0,2.0,37300,37395,13,49,2,"[13, 49]",96,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.0, 7.5, 8.5, 8.0, 8.0]","[8.0, 7.5]","[8.5, 8.0, 8.0]",rgb/live/Synchro_004/9,96,037300.jpg,037395.jpg,rgb/replay1/Synchro_004/9,135,037747.jpg,037881.jpg,masks/live/Synchro_004/9,96,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/9,predicted_input,True
2.0,Synchro_004/10,Synchro_004,10,train,301b,46.2,2.0,39153,39270,40,74,2,"[40, 74]",118,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.0, 8.0, 7.5, 7.5, 7.5]","[8.0, 8.0]","[7.5, 7.5, 7.5]",rgb/live/Synchro_004/10,118,039153.jpg,039270.jpg,rgb/replay1/Synchro_004/10,136,039452.jpg,039587.jpg,masks/live/Synchro_004/10,118,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/10,predicted_input,True
2.0,Synchro_004/11,Synchro_004,11,test,301b,48.6,2.0,41124,41248,47,87,2,"[47, 87]",125,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.0, 8.0, 8.5, 8.0, 8.0]","[8.0, 8.0]","[8.5, 8.0, 8.0]",rgb/live/Synchro_004/11,125,041124.jpg,041248.jpg,rgb/replay1/Synchro_004/11,134,041502.jpg,041635.jpg,masks/live/Synchro_004/11,125,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/11,predicted_input,True
2.0,Synchro_004/12,Synchro_004,12,test,301b,43.8,2.0,42979,43108,48,90,2,"[48, 90]",130,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.0, 7.0, 7.0, 7.0, 7.5]","[8.0, 7.0]","[7.0, 7.0, 7.5]",rgb/live/Synchro_004/12,130,042979.jpg,043108.jpg,rgb/replay1/Synchro_004/12,137,043512.jpg,043648.jpg,masks/live/Synchro_004/12,130,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/12,predicted_input,True
2.0,Synchro_004/13,Synchro_004,13,train,301b,51.0,2.0,44841,44968,48,85,2,"[48, 85]",128,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.5, 8.0, 8.5, 9.0, 8.5]","[8.5, 8.0]","[8.5, 9.0, 8.5]",rgb/live/Synchro_004/13,128,044841.jpg,044968.jpg,rgb/replay1/Synchro_004/13,164,045303.jpg,045466.jpg,masks/live/Synchro_004/13,128,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/13,predicted_input,True
2.0,Synchro_004/14,Synchro_004,14,test,301b,56.4,2.0,46806,46933,47,87,2,"[47, 87]",128,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[9.5, 9.0, 9.5, 9.5, 9.5]","[9.5, 9.0]","[9.5, 9.5, 9.5]",rgb/live/Synchro_004/14,128,046806.jpg,046933.jpg,rgb/replay1/Synchro_004/14,117,047347.jpg,047463.jpg,masks/live/Synchro_004/14,128,True,Trimmed_Diving_Video_Frames/TEMP_LIVE/Replay2/Synchro_004/14,124,True,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/14,predicted_input,True
2.0,Synchro_004/15,Synchro_004,15,train,301b,53.4,2.0,48823,48950,45,86,2,"[45, 86]",128,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.5, 8.5, 9.5, 9.0, 9.0]","[8.5, 8.5]","[9.5, 9.0, 9.0]",rgb/live/Synchro_004/15,128,048823.jpg,048950.jpg,rgb/replay1/Synchro_004/15,109,049195.jpg,049303.jpg,masks/live/Synchro_004/15,128,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/15,predicted_input,True
2.0,Synchro_004/16,Synchro_004,16,test,5154b,80.58,3.4,52200,52313,33,80,4,"[33, 47, 69, 80]",114,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.0, 7.0, 8.0, 8.0, 8.5]","[8.0, 7.0]","[8.0, 8.0, 8.5]",rgb/live/Synchro_004/16,114,052200.jpg,052313.jpg,rgb/replay1/Synchro_004/16,151,052666.jpg,052816.jpg,masks/live/Synchro_004/16,114,True,Trimmed_Diving_Video_Frames/TEMP_LIVE/Replay2/Synchro_004/16,105,True,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/16,predicted_input,True
2.0,Synchro_004/17,Synchro_004,17,train,107b,74.4,3.1,54158,54282,41,88,2,"[41, 88]",125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.0, 8.0, 8.0, 8.0, 8.0]","[8.0, 8.0]","[8.0, 8.0, 8.0]",rgb/live/Synchro_004/17,125,054158.jpg,054282.jpg,rgb/replay1/Synchro_004/17,133,054521.jpg,054653.jpg,masks/live/Synchro_004/17,125,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/17,predicted_input,True
2.0,Synchro_004/18,Synchro_004,18,train,5154b,64.26,3.4,55880,56008,38,86,4,"[38, 52, 75, 86]",129,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[6.0, 7.5, 6.5, 5.0, 6.5]","[6.0, 7.5]","[6.5, 5.0, 6.5]",rgb/live/Synchro_004/18,129,055880.jpg,056008.jpg,rgb/replay1/Synchro_004/18,107,056273.jpg,056379.jpg,masks/live/Synchro_004/18,129,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/18,predicted_input,True
2.0,Synchro_004/19,Synchro_004,19,test,5337d,86.1,3.5,130067,130197,44,93,3,"[44, 82, 93]",131,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.5, 7.5, 8.5, 8.0, 8.5]","[8.5, 7.5]","[8.5, 8.0, 8.5]",rgb/live/Synchro_004/19,131,130067.jpg,130197.jpg,rgb/replay1/Synchro_004/19,120,130541.jpg,130660.jpg,masks/live/Synchro_004/19,131,True,Trimmed_Diving_Video_Frames/TEMP_LIVE/Replay2/Synchro_004/19,107,True,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/19,predicted_input,True
2.0,Synchro_004/20,Synchro_004,20,train,109c,85.5,3.8,128141,128236,0,45,2,"[0, 45]",96,"[1, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[6.5, 7.0, 7.5, 8.0, 8.5]","[6.5, 7.0]","[7.5, 8.0, 8.5]",rgb/live/Synchro_004/20,96,128141.jpg,128236.jpg,rgb/replay1/Synchro_004/20,118,128585.jpg,128702.jpg,masks/live/Synchro_004/20,96,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_004/20,predicted_input,True
